Student Number,Gender,Race,Hispanic / Latino,Grade Level,LEP Indicator Code,Eligible for Free or Reduced Lunch,Has Active at Risk,Has Special Education Enrollment TX,IEP Continuer,Housing Status,Active,Language Description,Status of Enrollment
283079,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290416,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280751,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286890,M - Male,Pacific Isl,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288781,M - Male,Pacific Isl,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284973,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280622,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290372,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290403,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286729,M - Male,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
283009,F - Female,White,TRUE,4,,No,Yes,No,No,Homeless,No,ENGLISH,Active
287448,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284971,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282714,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286846,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290380,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282708,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280786,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280761,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287764,M - Male,White,TRUE,KG,C,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
288923,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
283657,F - Female,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290369,F - Female,White,TRUE,KG,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
283317,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
283365,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285960,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
281179,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285881,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288664,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289650,F - Female,White,FALSE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289260,M - Male,White,FALSE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287565,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290378,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277771,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
281277,F - Female,Amer Indian,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288732,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285008,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288943,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290159,F - Female,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284816,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290393,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288795,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280525,M - Male,White,TRUE,5,,No,Yes,No,No,Homeless,No,ENGLISH,Active
288913,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280787,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287539,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286888,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288891,M - Male,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280910,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290408,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290382,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290390,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290397,M - Male,Black,FALSE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280750,M - Male,Amer Indian,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284836,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287937,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290387,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289790,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289789,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290370,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280822,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288936,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288892,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285286,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286780,F - Female,White,FALSE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288037,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289160,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284801,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280809,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284826,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282710,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280813,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287346,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290386,F - Female,Amer Indian,FALSE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282704,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287991,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282836,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
276860,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278515,M - Male,White,TRUE,4,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
289378,M - Male,Black,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288697,F - Female,Amer Indian,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288701,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282844,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287342,M - Male,Black,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288885,M - Male,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288112,F - Female,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
288782,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285311,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291334,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286847,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291255,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291256,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288790,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290413,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288937,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287141,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290405,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287136,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280578,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285229,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281177,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288784,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286889,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290375,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289317,F - Female,Asian,FALSE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286832,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286969,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284828,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280746,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291317,M - Male,White,TRUE,PK,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
290379,F - Female,White,FALSE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284834,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290385,F - Female,White,FALSE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289159,F - Female,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290406,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288791,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286958,M - Male,White,TRUE,4,,No,Yes,Yes,No,Foster Care,No,ENGLISH,Active
282772,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290425,F - Female,Asian,FALSE,3,C,No,Yes,No,No,Not Applicable,Yes,VIETNAMESE,Active
290426,F - Female,Asian,FALSE,1,C,No,Yes,No,No,Not Applicable,Yes,VIETNAMESE,Active
285661,F - Female,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
287740,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
291386,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288938,F - Female,White,TRUE,1,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
288700,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284831,F - Female,Black,FALSE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288914,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285870,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288964,F - Female,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287009,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286840,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290105,F - Female,Black,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285873,F - Female,White,TRUE,3,,No,Yes,No,No,Homeless,No,ENGLISH,Active
285940,F - Female,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
291263,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287246,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279973,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288939,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290414,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289821,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289823,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281279,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284820,F - Female,Amer Indian,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286976,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280841,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287069,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289445,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285585,M - Male,White,FALSE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288794,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290376,M - Male,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282703,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282834,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285304,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290377,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284841,M - Male,White,TRUE,3,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
282716,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
291192,F - Female,Amer Indian,FALSE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286356,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290236,F - Female,White,TRUE,KG,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
291029,F - Female,White,TRUE,KG,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
290177,F - Female,White,TRUE,2,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
291020,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291021,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288793,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
283330,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290424,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290400,M - Male,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290394,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282968,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280931,M - Male,White,TRUE,5,,No,Yes,No,No,Homeless,No,ENGLISH,Active
288910,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280636,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287475,M - Male,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287473,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288086,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282831,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289229,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285003,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289194,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284063,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281084,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287660,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288788,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280849,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
279806,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
279665,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282711,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288908,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283497,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285089,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
281620,F - Female,White,FALSE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290415,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285030,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286724,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284838,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291276,F - Female,Black,FALSE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291437,M - Male,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291441,M - Male,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291442,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291443,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291444,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291450,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291451,M - Male,Black,TRUE,PK,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
291454,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291455,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291456,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291457,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291458,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,SPANISH,Active
291459,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291463,F - Female,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291464,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291465,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291467,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291468,M - Male,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291469,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291470,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291474,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286504,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290430,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286580,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284803,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284800,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290432,F - Female,White,TRUE,KG,,No,Yes,No,No,Homeless,No,ENGLISH,Active
283578,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290143,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290431,F - Female,Black,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290017,F - Female,White,TRUE,PK,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282143,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284670,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288929,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287403,F - Female,Multi-Race,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
290433,F - Female,White,TRUE,4,,No,Yes,No,No,Homeless,No,ENGLISH,Active
290457,F - Female,White,TRUE,KG,,No,Yes,No,No,Homeless,No,ENGLISH,Active
287394,F - Female,Black,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290922,F - Female,Black,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287745,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285749,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288764,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286578,F - Female,Black,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284814,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283573,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281289,F - Female,Amer Indian,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285256,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284556,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282842,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286508,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287116,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286556,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288905,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281522,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287094,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287089,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280811,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285575,F - Female,Asian,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290435,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281736,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280650,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291095,F - Female,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289624,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283485,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289981,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289674,M - Male,White,FALSE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288933,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290926,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283652,M - Male,White,TRUE,4,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
284155,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288826,M - Male,White,TRUE,1,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
287952,F - Female,White,TRUE,4,,No,Yes,No,No,Homeless,No,ENGLISH,Active
283548,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290059,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287963,F - Female,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
282863,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287951,M - Male,White,TRUE,5,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
287842,M - Male,Black,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280760,F - Female,Black,TRUE,5,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
282878,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288902,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288684,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287746,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286573,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284807,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288769,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286602,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290436,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288771,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284751,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290448,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290451,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285728,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290925,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291190,M - Male,White,TRUE,3,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
285488,M - Male,White,TRUE,2,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290471,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291189,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
